,full_date,Event,Location,Latitude,Longitude
1119,5/26/2024,College Point Memorial Day Parade,28th Avenue and Ulmer Street in College Point,40.7716852,-73.836612
1120,5/27/2024,Whitestone Memorial Day Parade OPening Ceremony,Whitestone Veterans Park 149th Street and 15th Drive in Whitestone,40.7857718,-73.816369
1121,5/28/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1122,5/28/2024,Northeast Queens Business Crime Prevention Seminar,"1105 150 St., Whitestone",40.7912994,-73.8144846
1123,5/29/2024,PSA 9 Precinct Community Council Meeting,4-05 Astoria Boulevard,40.7732656,-73.9337288
1124,5/30/2024,Pomonok Houses Resident Association Meeting,Pomonok Community Center 67-09 Kissena Boulevard,40.7351206,-73.8141851
1125,6/2/2024,Queens Pride Parade,37th Ave Jackson Heights NY,40.7497429,-73.8844623
1126,6/3/2024,Community Board 11 Meeting,"KCS, 20305 32 Ave., Bayside",40.7706146,-73.786298
1127,6/3/2024,India Home Fathers Day celebration,Cunningham Park 196th Place Union Turnpike,40.7291208,-73.7742339
1128,6/4/2024,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1129,6/5/2024,Elder Fraud Brief,"80-02 Second Floor, Kew Gardens NY",40.705695,-73.8272029
1130,6/6/2024,Strength in Unity: Challenging Anti-Asian and Antisemitic Hate,"Flushing Town Hall, 13735 Northern Blvd., Flushing",40.7637342,-73.8299598
1131,6/11/2024,Community Board 9 Monthly Meeting,Queens Borough Hall,40.7137004,-73.8281571
1132,6/12/2024,Community Board 12,Hybrid- Robert Ross Johnson Family life Center / Virtual,40.6922353,-73.7779984
1133,6/12/2024,Community Board 5 Meeting,"6802 Metropolitan Ave., Middle Village",40.71079,-73.8883534
1134,6/12/2024,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1135,6/12/2024,Queensbridge Resident Association Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1136,6/12/2024,Ravenswood Houses Resident Association,"Ravenswood Community Center 35-40 21 Street, Long Island City",40.760657,-73.9363567
1137,6/13/2024,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1138,6/15/2024,Forest Hills Flag Day,"Forest Hills Gardens, Flagpole Green, Forest Hills NY",40.7172475,-73.8439819
1139,6/18/2024,104th Precinct Community Council Meeting,"6116 68 Ave., Ridgewood",40.7053217,-73.8957016
1140,6/18/2024,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1141,6/19/2024,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.7732656,-73.9337288
1142,6/19/2024,LPOG's Juneteenth BBQ,Lincoln Park 113-20 Lincoln St. 11420  South Ozone Park,40.6829924,-73.8076329
1143,6/19/2024,NAVA Annual Dinner,1 Marina Road Flushing,40.7612121,-73.8577648
1144,6/21/2024,Baisley Park Houses Resident Association Meeting,"164-01 Foch Boulevard, Apt 1G",40.6850103,-73.7822359
1145,6/25/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1146,6/26/2024,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1147,6/27/2024,Pomonok Houses Resident Association Meeting,Pomonok Community Center 67-09 Kissena Boulevard,40.7351206,-73.8141851
1148,6/27/2024,Sunnyside BID meeting,"Sunnyside Community Services Center, Sunnyside NY",40.7447776,-73.9257812
1149,6/28/2024,Community Board 8 Eleventh Annual Health Fair,Cunningham Park 196th place/ Union Turnpike,40.7291208,-73.7742339
1150,6/30/2024,BHALO Mela Street Fair,"Highland Avenue 165th street to 169th Street, Jamaica NY",40.7012827,-73.7881379
1151,7/11/2024,Selfhelp Community Services Presentation on Scams,"208-11 26 Ave., Bayside",40.7768766,-73.7833166
1152,7/17/2024,NYPD Annual Youth Cricket League 2024,Baisley Pond Park (Corner of Baisley Blvd & Rockaway Blvd),40.6737751,-73.786025
1153,7/17/2024,Mayor Adams' Aging town hall,"Robert Couche Older Adult Center, 13757 Farmers Blvd., Springfield Gardens",40.6725648,-73.7637832
1154,7/20/2024,St. Albans Annual Jazz and R&B Festival,Archie Spigner Park Merrick Blvd. and Sayres Avenue in Jamaica,40.6928222,-73.7791627
1155,8/3/2024,2024 Hong Kong Dragon Boat Festival,Flushing Meadows Corona Park,40.7400625,-73.8406875
1156,8/3/2024,Pomonok Housing Annual Family Picnic,Pomonok Housing,40.732341,-73.8107724
1157,8/6/2024,NNO 100,Rockaway Amphitheatre Beach 94th St. & Rockaway Beach Blvd.,40.5835303,-73.8155148
1158,8/6/2024,NNO 102,Forest Park Victory Field Woodhaven Blvd. & Myrtle Ave.,40.7040481,-73.8460063
1159,8/6/2024,NNO 103,Rufus King Park 89th Ave. btwn 150th St & 153rd St.,40.7036801,-73.8039529
1160,8/6/2024,NNO 104,"Juniper Valley Park (Basketball Courts) 80th St btwn Juniper Blvd. S & N Middle Village, NY",40.7204799,-73.8796677
1161,8/6/2024,NNO 106,Resorts World Casino Parking Lot 5th Floor,40.6731042,-73.8326167
1162,8/6/2024,NNO 107,Electchester Shopping Center Across from 158-11 Harry Van Arsdale Jr. Ave.,40.7313193,-73.8099091
1163,8/6/2024,NNO 108,Andrews Grove Park 49th Ave. btwn. Vernon Blvd. & 5th St.,40.7434498,-73.9548102
1164,8/6/2024,NNO 109,P.S. 20 Barclay Ave. & Union Street,40.7583819,-73.8243949
1165,8/6/2024,NNO 110,Flushing Meadows Corona Park 111th St. & 55th Ave. (Queens Zoo entrance by the Carousel),40.7442504,-73.8494687
1166,8/6/2024,NNO 115,"Northern Park Northern Blvd. btwn. 93rd & 94th St. Jackson Heights, NY",40.75669,-73.8742047
1167,8/7/2024,The Queens Senior Safety Summit,Newton Italian Senior Center 83-20 Queens Boulevard in Elmhurst,40.736811,-73.8797999
1168,8/8/2024,Selfhelp Community Services Presentation on Joint Bank Account Fraud,"208-11 26 Ave., Bayside",40.7768766,-73.7833166
1169,8/10/2024,Springfield Gardens Day Barbeque,"BBQ Area of Springfield Park 149 Av, Springfield Bl, 145 Rd, 184 St",40.6629975,-73.7612001
1170,8/11/2024,NYPD DESI Society & NYCD DESI Society Annual Family Day Barbecue,Cunningham Park - Picnic Area Green 2,40.7268489,-73.7734213
1171,8/13/2024,QBP Richards Hurricane Task Force Meeting,Queens Borough Hall Conference Room,40.7137004,-73.8281571
1172,8/14/2024,NY Mets Celebration of Queens Culture,Citifield,40.7570877,-73.8458213
1173,8/16/2024,Blood Drive Event with LiveOnNY,Tangram 133-33 39 Avenue in Flushing,40.7600622,-73.8337541
1174,9/11/2024,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1175,9/11/2024,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1176,9/12/2024,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1177,9/17/2024,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1178,9/18/2024,Veterans Resurce and Information Event,"Queens Vet Center 5005 Metropolitan Ave, Ridgewood, NY",40.7138149,-73.9161457
1179,9/24/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1180,10/9/2024,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1181,10/10/2024,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1182,10/15/2024,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1183,10/22/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1184,10/23/2024,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1185,11/13/2024,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1186,11/13/2024,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1187,11/14/2024,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1188,11/19/2024,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1189,11/26/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1190,12/11/2024,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1191,2024-12-,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1192,12/12/2024,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1193,12/17/2024,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1194,12/24/2024,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1195,1/3/2023,111th Precinct Community Council,"45-06 215th St, Bayside",40.7602441,-73.7677809
1196,1/10/2023,Community Board 9 General Meeting,Helen Marshal Cultural Center,40.7137536,-73.8281736
1197,1/11/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1198,1/12/2023,"QDA Dr. Martin Luther  King, Jr. Day",CUNY York College,40.7010415,-73.7961103
1200,1/20/2023,Senator John Liu's Lunar new year event,133-27 39th Ave. Flushing,40.7593412,-73.8339633
1201,1/21/2023,2023 Flushing Lunar New Year Parade,"109th Precinct ( 37-05 Union Street, Flushing )",40.762361,-73.8270199
1202,1/21/2023,Queens Winter Pride,Terrace on the Park,40.7445402,-73.850749
1203,1/25/2023,"Astoria Homeowners, Tenants & Business Civic Assn","4502 Ditmars Blvd, Astoria",40.770144,-73.9033281
1204,1/26/2023,QDA & NYC 100 Strong Presents Inspire 2 Learn,"P.S. 201 The DIscovery School for Inquiry & Research 65-11 155th St. Queens, NY",40.7366748,-73.8131918
1205,1/31/2023,Howard Beach Lindenwood Civic Meeting,St. Helen's 83-09 157 Avenue Howard Beach,40.6615023,-73.84953
1206,2/5/2023,The Sikh Cultural Society Visit with Assembly member Jenifer Rajkumar,"The Sikh Center 9530 118th Street, South Richmond Hill, NY",40.6910728,-73.8280304
1207,2/5/2023,Baba Makhan Lubana sikh Center Visit with Assembly member Jenifer Rajkumar,"113-10, 101st avenue, South Richmond Hill",40.6885034,-73.8303734
1208,2/7/2023,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1209,2/8/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1210,2/8/2023,Community Board 5 Monthly Meeting,"Christ the King High School, 6802 Metropolitan Ave., Middle Village",40.7109983,-73.8883903
1211,2/12/2023,Queens Jewish Community Council Legislative Breakfast,"8310 188 St., Jamaica",40.7245025,-73.7791736
1212,2/12/2023,Shri Guru Ravidass Temple visit,"61-01 Broadway, Woodside Queens",40.7509923,-73.9007549
1213,2/16/2023,Community Board 3 Meeting,"Louis Armstrong Middle School 32-02 Junction Blvd., 11369, East Elmhurst",40.7575503,-73.874569
1214,2/16/2023,2023 Bangladeshi Textile & General Business Expo,The Harvest Roon 90-40 160th Street Jamaica NY,40.7044698,-73.7997968
1215,2/21/2023,Greater Triangular Civic Association,177-01 Baisley Blvd. inside Roy Wilkins Recreation Center,40.6870379,-73.7694259
1216,2/21/2023,103th Precinct Community Council,York College,40.7010415,-73.7961103
1218,2/28/2023,Howard Beach Lindenwood Civic Meeting,St. Helen's Catholic Academy 83-09 157th Ave Howard Beach,40.6615023,-73.84953
1219,2/28/2023,114th Precinct Council Meeting,Pistilli Grand Manor,40.7703089,-73.9032642
1220,3/2/2023,Hollis Hills Civic Association Meeting,"American Martyrs Church, 7943 Bell Blvd, Hollis Hills",40.7350149,-73.7551924
1221,3/5/2023,Southern Queens Park Association's 19th Annual Art Exhibit,Roy Wilkins Family Center - 177-01 Baisley Boulevard,40.6867439,-73.7688356
1222,3/5/2023,St. Pat's for All Parade,43 St. and Skillman Ave.,40.7468996,-73.9208014
1223,3/8/2023,International Women's Day,"Gulshan Terrece 59-15, 37th Avenue, Queens",40.75,-73.9027778
1224,3/14/2023,103th Precinct Community Council,York College MAIN BUILDING (160th STREET ENTRANCE),40.7010415,-73.7961103
1225,3/15/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1226,3/15/2023,Northwest Bayside Civic Association,"OLBS Parish Center, 34 Ave And 203 St., Bayside",40.7602604,-73.7692026
1227,3/16/2023,QBP Bangladesh Independence Day Celebration,Atrium at Queens Borough Hall,40.7137004,-73.8281571
1228,3/18/2023,"Finer Womanhood Luncheon  - Zeta Phi Beta Sorority, Inc.",Antun's,40.7175381,-73.7348168
1229,3/21/2023,Greater Triangular Civic Association,177-01 Baisley Blvd. inside Roy Wilkins Recreation Center,40.6870379,-73.7694259
1230,3/21/2023,104th Precinct Council Meeting,"Maranatha Baptist Church, 61-16 68 Ave., Ridgewood",40.7052625,-73.8956793
1231,3/22/2023,PSA 9 Precinct Community Council Meeting,"Pomonok Community Center - 67-09 Kissena Bld, Pomonok NY",40.7351206,-73.8141851
1232,3/23/2023,Community Solution to Hate event,Commonpoint Queens,40.7286533,-73.8470852
1233,3/28/2023,114th Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1234,3/28/2023,Howard Beach Lindenwood Civic Meeting,St. Helen's Catholic Academy 83-09 157th Ave Howard Beach,40.6615023,-73.84953
1235,3/31/2023,LGBT CUNY Student Conference,Laguardia Community College,40.7438046,-73.9350636
1236,4/2/2023,TBN 24 Ramadan event,"World Fair Marina, 1 marina street, Flushing",40.7647238,-73.8306716
1237,4/2/2023,MacDonald Park 112th Street Fair,Macdonald Park in Forest Hills,40.7221935,-73.8467117
1238,4/4/2023,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1239,4/7/2023,Sen Comrie Spring Celebration & treasure Hunt,Archie Spingor Park 169th and Merrick Blvd,40.6928222,-73.7791627
1240,4/11/2023,103th Precinct Community Council,York College,40.7010415,-73.7961103
1241,4/12/2023,Community Board 5 Monthly Meeting,"Christ the King High School, 6802 Metropolitan Ave., Middle Village",40.7109983,-73.8883903
1242,4/12/2023,109th Precinct Community Council Meeting,Bowne Street Community Church Flushing,40.7615422,-73.8240854
1243,4/18/2023,Jus Broadcasting - Harpreet Toor Singh Live Interview,"36-01 36th Avenue, Long Island City NY 11001",40.7548157,-73.9253746
1244,4/18/2023,A Better College Point Civic Association Meeting,"12306 18 Ave., College Point",40.783094,-73.8447605
1245,4/19/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1246,4/20/2023,Western Queens Small Business Alliance Meeting,Katch in Astoria,40.7643574,-73.9234619
1247,4/21/2023,CWA Local 1180 Queens Borough Committee Meeting,"19701 Linden Blvd., St. Albans",40.6938845,-73.7547779
1248,4/22/2023,Denim Day,Hammel Playground Beach 84th Street and Rockaway Beach Boulevard,40.5881894,-73.8093362
1249,4/24/2023,Eid celebration at Queens Borough President,Helen Marshal Cultural Center at Borough Hall,40.7137536,-73.8281736
1250,3/25/2023,114th Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1251,4/25/2023,CM Vickie Paladino State of the District,"Bell Academy, Bay Terrace",40.7823265,-73.7785949
1252,4/25/2023,LGBT Network Youth Summit,Kaufman Astoria Studios,40.7571978,-73.9243015
1253,4/26/2023,PSA 9 Precinct Community Council Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1254,4/27/2023,Crime Victim Event,Helen Marshal Cultarul Center,40.7137536,-73.8281736
1255,4/27/2023,Beauty and the Beast Play,Forest Hills HS,40.7297115,-73.8449259
1256,4/28/2023,KAAQ Inauguration,san soo kap san 2,40.757774,-73.795518
1257,4/30/2023,QPAC Performance of KOL ESPERANZA; REJOICE!,Queensborough Performing Arts Center,40.7556899,-73.7556246
1258,5/1/2023,Community Board 11 Monthly Meeting,"20305 32 Ave., Bayside",40.7706146,-73.786298
1259,5/4/2023,Second Annual 78 Charitable Corp. Gala Dinner Dance,Terrace on the Park 52-11 111th Street Flushing Meadow Park,40.7445402,-73.850749
1260,5/4/2023,Cocktail Party honoring Maestro David Close of the Oratorio Society,Terrace on the Park 52-11 111th Street Flushing Meadow Park,40.7445402,-73.850749
1261,5/6/2023,Bishop Erskine's 30 Year Anniversary Dinner,Mira Sushi Union 153-11 Union Turnpike Fresh Meadows,40.719799,-73.810173
1262,5/9/2023,Community Board 9 Monthly Meeting,Queens Borough Hall,40.7137004,-73.8281571
1263,5/9/2023,103rd Precinct Community Council,York College,40.7010415,-73.7961103
1264,5/10/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1265,5/10/2023,Community Board 5,"Christ the King High School, 6802 Metropolitan Ave., Middle Village",40.7109983,-73.8883903
1266,5/10/2023,Queensbridge Resident Association Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1267,5/10/2023,Ravenswood Houses Resident Association,"Ravenswood Community Center 35-40 21 Street, Long Island City",40.760657,-73.9363567
1268,5/11/2023,Queens Library at LIC Youth Event,Queens Public Library at LIC,40.744679,-73.9485424
1269,5/13/2023,Projects to Projects - Mother's Day & Baby Essentials Giveaway,178-02 Hillside Avenue,40.710763,-73.784922
1270,5/13/2023,Rochdale Village Mothers Day Dinner with Assemblymember Vivian Cook,Rochdale Village,40.6768746,-73.7727908
1271,5/17/2023,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.7732656,-73.9337288
1272,5/18/2023,Douglaston Women's Shelter Town Hall,"Zion Episcopal Church 24320 Church St., Douglaston",40.7666262,-73.7437158
1273,5/19/2023,Baisley Park Houses Resident Association Meeting,"164-01 Foch Boulevard, Apt 1G",40.6850103,-73.7822359
1274,5/20/2023,Glow Center Love & Unity in May Concert,"13329 41 Ave., Flushing",40.7575585,-73.8311759
1275,5/21/2023,Vaad Harabonim Meet Your Legislator Event,"Union Plaza Care Center, 33-33 Union St., Flushing",40.7672806,-73.8268649
1276,5/23/2023,114th Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1277,5/24/2023,Community Forum Against Hate,"PS 99, 8237 Kew Gardens Road, Kew Gardens",40.711519,-73.827698
1278,5/25/2023,Pomonok Houses Resident Association Meeting,Pomonok Community Center 67-09 Kissena Boulevard,40.7351206,-73.8141851
