,index,full_date,Date,Month,Week #,Day,Year,Event,Staff Supervisor,Event Coordinator,DA Speaking?,Time,Briefing,Location,Location_Parse,location_parse,address_string,zip,county,state,city,Latitude,Longitude,Accuracy Score,County,Source,review,is_zoom,Manually Add Address,dedupe_mask,is_zoom_v2,is_blank,lat_long_gmaps
1863,1863,10/30/2022,30-Oct,10,44,Sun,2022,Electrical Welfare Club 58th Annual Award  & Scholarship Breakfast,Kate,,YES,8:45 AM,Kate,"Electric Industry Center Auditorium 67-35 Parsons Blvd. Flushing, NY 11365","[('Electric', 'BuildingName'), ('Industry', 'BuildingName'), ('Center', 'BuildingName'), ('Auditorium', 'BuildingName'), ('67-35', 'AddressNumber'), ('Parsons', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('Flushing,', 'PlaceName'), ('NY', 'StateName'), ('11365', 'ZipCode')]","[('Electric', 'BuildingName'), ('Industry', 'BuildingName'), ('Center', 'BuildingName'), ('Auditorium', 'BuildingName'), ('67-35', 'AddressNumber'), ('Parsons', 'StreetName'), ('Blvd.', 'StreetNamePostType'), ('Flushing,', 'PlaceName'), ('NY', 'StateName'), ('11365', 'ZipCode')]",67-35 Parsons Blvd. Flushing,11365,Queens,New York,New York City,40.733039,-73.810296,1,Queens County,City of New York,No Review Needed,FALSE,,KateOct-308:45 AM,FALSE,FALSE,
1864,1864,10/30/2022,30-Oct,10,44,Sun,2022,Howard Beach 125th Anniversary Community Carnival,Dan,CM Joann Ariola,YES,19:00,Dan,St. Helen Catholic Academy 83-09 157th Avenue Howard Beach,"[('St.', 'Recipient'), ('Helen', 'Recipient'), ('Catholic', 'Recipient'), ('Academy', 'Recipient'), ('83-09', 'Recipient'), ('157th', 'AddressNumber'), ('Avenue', 'StreetNamePreType'), ('Howard', 'StreetName'), ('Beach', 'StreetNamePostType')]","[('St.', 'Recipient'), ('Helen', 'Recipient'), ('Catholic', 'Recipient'), ('Academy', 'Recipient'), ('83-09', 'Recipient'), ('157th', 'AddressNumber'), ('Avenue', 'StreetNamePreType'), ('Howard', 'StreetName'), ('Beach', 'StreetNamePostType')]",157th Howard Beach,,Queens,New York,New York City,40.6615023,-73.84953,0.9,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanCM Joann AriolaOct-3019:00,FALSE,FALSE,"[40.6615023, -73.84953]"
1865,1865,11/1/2022,1-Nov,11,45,Tue,2022,102 PCT Council Meeting,Rokeya,102 PCT,YES,7:00 PM,,One Stop Richmond Hill Community Center 110-08 Jamaica Avenue Richmond Hill NY 11418..,"[('One', 'BuildingName'), ('Stop', 'BuildingName'), ('Richmond', 'BuildingName'), ('Hill', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName'), ('110-08', 'AddressNumber'), ('Jamaica', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName'), ('NY', 'StateName'), ('11418..', 'ZipCode')]","[('One', 'BuildingName'), ('Stop', 'BuildingName'), ('Richmond', 'BuildingName'), ('Hill', 'BuildingName'), ('Community', 'BuildingName'), ('Center', 'BuildingName'), ('110-08', 'AddressNumber'), ('Jamaica', 'StreetName'), ('Avenue', 'StreetNamePostType'), ('Richmond', 'PlaceName'), ('Hill', 'PlaceName'), ('NY', 'StateName'), ('11418..', 'ZipCode')]",110-08 Jamaica Avenue Richmond Hill,11418..,Queens,New York,New York City,40.696373,-73.837662,1,Queens County,City of New York,No Review Needed,FALSE,,Rokeya102 PCTNov-017:00 PM,FALSE,FALSE,
1866,1866,11/1/2022,1-Nov,11,45,Tue,2022,Robert Couche Senior Center,Marlon,Debra Bowers,YES,12:00 PM,Marlon,"137-57 Farmers Blvd, Queens, NY 11413","[('137-57', 'AddressNumber'), ('Farmers', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]","[('137-57', 'AddressNumber'), ('Farmers', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11413', 'ZipCode')]",137-57 Farmers Blvd Queens,11413,Queens,New York,New York City,40.683375,-73.760424,0.9,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,MarlonDebra BowersNov-0112:00 PM,FALSE,FALSE,
1867,1867,11/1/2022,1-Nov,11,45,Tue,2022,Allen AME Senior Center,Marlon,Angella King,YES,1:00 PM,Marlon,Allan AME Senior Center,"[('Allan', 'BuildingName'), ('AME', 'BuildingName'), ('Senior', 'BuildingName'), ('Center', 'BuildingName')]","[('Allan', 'BuildingName'), ('AME', 'BuildingName'), ('Senior', 'BuildingName'), ('Center', 'BuildingName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,MarlonAngella KingNov-011:00 PM,FALSE,FALSE,
1868,1868,11/1/2022,1-Nov,11,45,Tue,2022,QDA Diwali Celebration,Rokeya,Jackie,YES,5:00 PM,Jackie,"11019 Atlantic Ave, Queens, NY 11418","[('11019', 'AddressNumber'), ('Atlantic', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11418', 'ZipCode')]","[('11019', 'AddressNumber'), ('Atlantic', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11418', 'ZipCode')]",11019 Atlantic Ave Queens,11418,Queens,New York,New York City,40.69224,-73.835195,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaJackieNov-015:00 PM,FALSE,FALSE,
1869,1869,11/1/2022,1-Nov,11,45,Tue,2022,111th Precinct Community Council Meeting,Kate,Jack Fried,NO,7:30 PM,NO,"4506 215 St., Bayside","[('4506', 'AddressNumber'), ('215', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Bayside', 'PlaceName')]","[('4506', 'AddressNumber'), ('215', 'StreetName'), ('St.,', 'StreetNamePostType'), ('Bayside', 'PlaceName')]",4506 215 St. Bayside,,Queens,New York,New York City,40.7602441,-73.7677809,0.7,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,KateJack FriedNov-017:30 PM,FALSE,FALSE,"[40.7602441, -73.76778089999999]"
1870,1870,11/2/2022,2-Nov,11,45,Wed,2022,Update with the District Attorney at Astoria Houises,Tara,Det. Latoya McCleod,YES,6:00 PM,Yes,"Astoria Community Center, 4-05 Astoria Blvd, Astoria, New York","[('Astoria', 'BuildingName'), ('Community', 'BuildingName'), ('Center,', 'BuildingName'), ('4-05', 'AddressNumber'), ('Astoria', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Astoria,', 'PlaceName'), ('New', 'StateName'), ('York', 'StateName')]","[('Astoria', 'BuildingName'), ('Community', 'BuildingName'), ('Center,', 'BuildingName'), ('4-05', 'AddressNumber'), ('Astoria', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Astoria,', 'PlaceName'), ('New', 'StateName'), ('York', 'StateName')]",4-05 Astoria Blvd Astoria,,Queens,New York,New York City,40.7732656,-73.9337288,0.9,New York County,City of New York,Manual Review,FALSE,,TaraDet. Latoya McCleodNov-26:00 PM,FALSE,FALSE,"[40.7732656, -73.9337288]"
1871,1871,11/3/2022,3-Nov,11,45,Thu,2022,Kicking It Van-Ess Community Walk and School Visit,Pierre,Superintendent Josephine Van-Ess,YES,9:00 AM,Pierre,"Qns Metropolitan H.S. 91-30 Metropolitan Ave,","[('Qns', 'Recipient'), ('Metropolitan', 'Recipient'), ('H.S.', 'Recipient'), ('91-30', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave,', 'StreetNamePostType')]","[('Qns', 'Recipient'), ('Metropolitan', 'Recipient'), ('H.S.', 'Recipient'), ('91-30', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave,', 'StreetNamePostType')]",91-30 Metropolitan Ave,,Queens,New York,New York City,40.711471,-73.858683,0.8,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,PierreSuperintendent Josephine Van-EssNov-039:00 AM,FALSE,FALSE,
1872,1872,11/3/2022,3-Nov,11,45,Thu,2022,Community Board 2 General Meeting,Tara,Morry Galnoy,NO,6:30 PM,,TBD,"[('TBD', 'CountryName')]","[('TBD', 'CountryName')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,TaraMorry GalnoyNov-036:30 PM,TRUE,TRUE,
1873,1873,11/3/2022,3-Nov,11,45,Thu,2022,Community Board 10 General Meeting,Dan,Betty Braton,NO,7:00 PM,,Old Mill Yacht Club 163-15 Cross Bay Boulevard Howard Beach,"[('Old', 'BuildingName'), ('Mill', 'BuildingName'), ('Yacht', 'BuildingName'), ('Club', 'BuildingName'), ('163-15', 'AddressNumber'), ('Cross', 'StreetName'), ('Bay', 'StreetName'), ('Boulevard', 'StreetNamePostType'), ('Howard', 'PlaceName'), ('Beach', 'PlaceName')]","[('Old', 'BuildingName'), ('Mill', 'BuildingName'), ('Yacht', 'BuildingName'), ('Club', 'BuildingName'), ('163-15', 'AddressNumber'), ('Cross', 'StreetName'), ('Bay', 'StreetName'), ('Boulevard', 'StreetNamePostType'), ('Howard', 'PlaceName'), ('Beach', 'PlaceName')]",163-15 Cross Bay Boulevard Howard Beach,,Queens,New York,New York City,40.601639,-73.820264,0.8,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanBetty BratonNov-037:00 PM,FALSE,FALSE,
1874,1874,11/4/2022,4-Nov,11,45,Fri,2022,Madani Masjid Inc -Mosque Visit,Rokeya,Akhter Rahman Tipu,YES,1:00 PM,Yes,"4151 69th St. Woodside, NY 11377","[('4151', 'AddressNumber'), ('69th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Woodside,', 'PlaceName'), ('NY', 'StateName'), ('11377', 'ZipCode')]","[('4151', 'AddressNumber'), ('69th', 'StreetName'), ('St.', 'StreetNamePostType'), ('Woodside,', 'PlaceName'), ('NY', 'StateName'), ('11377', 'ZipCode')]",4151 69th St. Woodside,11377,Queens,New York,New York City,40.743064,-73.895538,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaAkhter Rahman TipuNov-041:00 PM,FALSE,FALSE,
1875,1875,11/5/2022,5-Nov,11,45,Sat,2022,3rd Annual Far Rockaway Peace Treaty,Dan,Maurice Williams,NO,1:00 PM,Dan,"Hammels NYCHA Housing 84-16 Rockaway Beach Blvd, Far Rockaway, NY 11693","[('Hammels', 'Recipient'), ('NYCHA', 'Recipient'), ('Housing', 'Recipient'), ('84-16', 'AddressNumber'), ('Rockaway', 'StreetName'), ('Beach', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway,', 'PlaceName'), ('NY', 'StateName'), ('11693', 'ZipCode')]","[('Hammels', 'Recipient'), ('NYCHA', 'Recipient'), ('Housing', 'Recipient'), ('84-16', 'AddressNumber'), ('Rockaway', 'StreetName'), ('Beach', 'StreetName'), ('Blvd,', 'StreetNamePostType'), ('Far', 'PlaceName'), ('Rockaway,', 'PlaceName'), ('NY', 'StateName'), ('11693', 'ZipCode')]",84-16 Rockaway Beach Blvd Far Rockaway,11693,Queens,New York,New York City,40.589014,-73.81036,1,Queens County,City of New York,No Review Needed,FALSE,,DanMaurice WilliamsNov-051:00 PM,FALSE,FALSE,
1876,1876,11/5/2022,5-Nov,11,45,Sat,2022,Greater Springfield Community Church Award Ceremony,Pierre,,Yes,11:00 AM,Pierre,"Greater Springfield Community Church 177-06 129th Ave. Jamaica, NY 11434","[('Greater', 'Recipient'), ('Springfield', 'Recipient'), ('Community', 'Recipient'), ('Church', 'Recipient'), ('177-06', 'AddressNumber'), ('129th', 'StreetName'), ('Ave.', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]","[('Greater', 'Recipient'), ('Springfield', 'Recipient'), ('Community', 'Recipient'), ('Church', 'Recipient'), ('177-06', 'AddressNumber'), ('129th', 'StreetName'), ('Ave.', 'StreetNamePostType'), ('Jamaica,', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]",177-06 129th Ave. Jamaica,11434,Queens,New York,New York City,40.680303,-73.765213,1,Queens County,City of New York,No Review Needed,FALSE,,PierreNov-511:00 AM,FALSE,FALSE,
1877,1877,11/7/2022,7-Nov,11,46,Mon,2022,Women's Club of Forest Hills / Fraud & Scam Presentation,Rokeya,Jen Meier,NO,1:00 PM,,"15 Borgage Place, Forest Hills, NY 11375","[('15', 'AddressNumber'), ('Borgage', 'StreetName'), ('Place,', 'StreetNamePostType'), ('Forest', 'PlaceName'), ('Hills,', 'PlaceName'), ('NY', 'StateName'), ('11375', 'ZipCode')]","[('15', 'AddressNumber'), ('Borgage', 'StreetName'), ('Place,', 'StreetNamePostType'), ('Forest', 'PlaceName'), ('Hills,', 'PlaceName'), ('NY', 'StateName'), ('11375', 'ZipCode')]",15 Borgage Place Forest Hills,11375,Queens,New York,New York City,40.723041,-73.843688,0.5,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,RokeyaJen MeierNov-071:00 PM,FALSE,FALSE,
1878,1878,11/7/2022,7-Nov,11,46,Mon,2022,Community Board 11 General Meeting,Kate,Mike Buddabin,NO,7:30 PM,,"Join Zoom Meeting
https://us06web.zoom.us/j/87032638114","[('Join', 'Recipient'), ('Zoom', 'Recipient'), ('Meeting\n', 'Recipient'), ('https://us06web.zoom.us/j/87032638114', 'Recipient')]","[('Join', 'Recipient'), ('Zoom', 'Recipient'), ('Meeting\n', 'Recipient'), ('https://us06web.zoom.us/j/87032638114', 'Recipient')]",,,Queens,New York,New York City,,,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,TRUE,,KateMike BuddabinNov-077:30 PM,FALSE,FALSE,
1879,1879,11/7/2022,7-Nov,11,46,Mon,2022,Queens DA's Veterans Day Observance Event,Dan,QDA,YES,11:00 AM,Dan,Vietnam Veterans Memorial Grand Avenue and 79 Street Elmhurst Park,"[('Vietnam', 'BuildingName'), ('Veterans', 'BuildingName'), ('Memorial', 'BuildingName'), ('Grand', 'BuildingName'), ('Avenue', 'BuildingName'), ('and', 'BuildingName'), ('79', 'BuildingName'), ('Street', 'BuildingName'), ('Elmhurst', 'BuildingName'), ('Park', 'BuildingName')]","[('Vietnam', 'BuildingName'), ('Veterans', 'BuildingName'), ('Memorial', 'BuildingName'), ('Grand', 'BuildingName'), ('Avenue', 'BuildingName'), ('and', 'BuildingName'), ('79', 'BuildingName'), ('Street', 'BuildingName'), ('Elmhurst', 'BuildingName'), ('Park', 'BuildingName')]",,,Queens,New York,New York City,40.7307898,-73.8852141,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,DanQDANov-711:00 AM,FALSE,FALSE,"[40.7307898, -73.8852141]"
1880,1880,11/9/2022,9-Nov,11,46,Wed,2022,Community Board 8 Board Meeting,Rokeya,Martha Taylor,NO,7:30 PM,Elizabeth,183-02 Union Turnpike in Fresh Meadows,"[('183-02', 'BuildingName'), ('Union', 'BuildingName'), ('Turnpike', 'BuildingName'), ('in', 'BuildingName'), ('Fresh', 'BuildingName'), ('Meadows', 'BuildingName')]","[('183-02', 'BuildingName'), ('Union', 'BuildingName'), ('Turnpike', 'BuildingName'), ('in', 'BuildingName'), ('Fresh', 'BuildingName'), ('Meadows', 'BuildingName')]",,,Queens,New York,New York City,40.7277029,-73.7851235,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaMartha TaylorNov-097:30 PM,FALSE,FALSE,"[40.7277029, -73.7851235]"
1881,1881,11/9/2022,9-Nov,11,46,Wed,2022,Community Board 5 General Meeting,Kate,Gary Giordano,NO,7:30 PM,NO,"6802 Metropolitan Ave, Middle Village 11379","[('6802', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Middle', 'PlaceName'), ('Village', 'PlaceName'), ('11379', 'ZipCode')]","[('6802', 'AddressNumber'), ('Metropolitan', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Middle', 'PlaceName'), ('Village', 'PlaceName'), ('11379', 'ZipCode')]",6802 Metropolitan Ave Middle Village,11379,Queens,New York,New York City,40.711687,-73.888219,1,Queens County,City of New York,No Review Needed,FALSE,,KateGary GiordanoNov-097:30 PM,FALSE,FALSE,
1882,1882,11/9/2022,9-Nov,11,46,Wed,2022,109th PCT Community Council meeting,Elizabeth,109 PCT,NO,7:00 PM,,"26-15 154th St, Queens, NY 11354","[('26-15', 'AddressNumber'), ('154th', 'StreetName'), ('St,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11354', 'ZipCode')]","[('26-15', 'AddressNumber'), ('154th', 'StreetName'), ('St,', 'StreetNamePostType'), ('Queens,', 'PlaceName'), ('NY', 'StateName'), ('11354', 'ZipCode')]",26-15 154th St Queens,11354,Queens,New York,New York City,40.773494,-73.809079,1,Queens County,City of New York,No Review Needed,FALSE,,Elizabeth109 PCTNov-097:00 PM,FALSE,FALSE,
1883,1883,11/9/2022,9-Nov,11,46,Wed,2022,CB4 Community Board meeting,Elizabeth,CB4,NO,7:00 PM,,"79-01 Broadway, Elmhurst, NY 11373","[('79-01', 'AddressNumber'), ('Broadway,', 'StreetName'), ('Elmhurst,', 'PlaceName'), ('NY', 'StateName'), ('11373', 'ZipCode')]","[('79-01', 'AddressNumber'), ('Broadway,', 'StreetName'), ('Elmhurst,', 'PlaceName'), ('NY', 'StateName'), ('11373', 'ZipCode')]",79-01 Broadway  Elmhurst,11373,Queens,New York,New York City,40.744586,-73.886173,1,Queens County,City of New York,No Review Needed,FALSE,,ElizabethCB4Nov-097:00 PM,FALSE,FALSE,
1884,1884,11/9/2022,9-Nov,11,46,Wed,2022,Community Board 14 Meeting,Dan,Dolores Orr-Chair,NO,7:00 PM,,333 Beach 90 Street Rockaway Beach 11694,"[('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11694', 'ZipCode')]","[('333', 'AddressNumber'), ('Beach', 'StreetNamePreType'), ('90', 'StreetName'), ('Street', 'StreetNamePostType'), ('Rockaway', 'PlaceName'), ('Beach', 'PlaceName'), ('11694', 'ZipCode')]",333 90 Street Rockaway Beach,11694,Queens,New York,New York City,40.57661,-73.84276,0.5,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,DanDolores Orr-ChairNov-097:00 PM,FALSE,FALSE,
1885,1885,11/9/2022,9-Nov,11,46,Wed,2022,Commuity Board 6 General Board Meetig,Tara,Helen Diamitriadis,NO,7:00 PM,,Helen Marshall Cultural Center,"[('Helen', 'BuildingName'), ('Marshall', 'BuildingName'), ('Cultural', 'BuildingName'), ('Center', 'BuildingName')]","[('Helen', 'BuildingName'), ('Marshall', 'BuildingName'), ('Cultural', 'BuildingName'), ('Center', 'BuildingName')]",,,Queens,New York,New York City,40.7137536,-73.8281736,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,TaraHelen DiamitriadisNov-097:00 PM,FALSE,FALSE,"[40.7137536, -73.8281736]"
1886,1886,11/10/2022,10-Nov,11,46,Thu,2022,Community Board 9 General Meeting,Rokeya,Sherry Algredo,NO,8:00 PM,,Queens Borough Hall,"[('Queens', 'Recipient'), ('Borough', 'Recipient'), ('Hall', 'Recipient')]","[('Queens', 'Recipient'), ('Borough', 'Recipient'), ('Hall', 'Recipient')]",,,Queens,New York,New York City,40.7137004,-73.8281571,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaSherry AlgredoNov-108:00 PM,FALSE,FALSE,"[40.7137004, -73.8281571]"
1887,1887,11/10/2022,10-Nov,11,46,Thu,2022,Ozone Park Block Association Monthly Meeting,Rokeya,Sam Esposito,NO,6:00 PM,,DESHI SENIOR CENTER 83-10 ROCKAWAY BLVD,"[('DESHI', 'BuildingName'), ('SENIOR', 'BuildingName'), ('CENTER', 'BuildingName'), ('83-10', 'AddressNumber'), ('ROCKAWAY', 'StreetName'), ('BLVD', 'StreetNamePostType')]","[('DESHI', 'BuildingName'), ('SENIOR', 'BuildingName'), ('CENTER', 'BuildingName'), ('83-10', 'AddressNumber'), ('ROCKAWAY', 'StreetName'), ('BLVD', 'StreetNamePostType')]",83-10 ROCKAWAY BLVD,,Queens,New York,New York City,40.6836868,-73.8571077,0.8,Kings County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaSam EspositoNov-106:00 PM,FALSE,FALSE,"[40.6836868, -73.8571077]"
1888,1888,11/10/2022,10-Nov,11,46,Thu,2022,Ozone Park Block Association Wreath placing,Rokeya,Sam Esposito,NO,1:00 PM,,Ozone Parks' own Southside Burial Ground located on Redding Street between Albert Rd and 149 Ave.,"[('Ozone', 'Recipient'), (""Parks'"", 'Recipient'), ('own', 'Recipient'), ('Southside', 'Recipient'), ('Burial', 'Recipient'), ('Ground', 'Recipient'), ('located', 'Recipient'), ('on', 'Recipient'), ('Redding', 'Recipient'), ('Street', 'Recipient'), ('between', 'Recipient'), ('Albert', 'Recipient'), ('Rd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('149', 'StreetName'), ('Ave.', 'StreetNamePostType')]","[('Ozone', 'Recipient'), (""Parks'"", 'Recipient'), ('own', 'Recipient'), ('Southside', 'Recipient'), ('Burial', 'Recipient'), ('Ground', 'Recipient'), ('located', 'Recipient'), ('on', 'Recipient'), ('Redding', 'Recipient'), ('Street', 'Recipient'), ('between', 'Recipient'), ('Albert', 'Recipient'), ('Rd', 'StreetNamePostType'), ('and', 'IntersectionSeparator'), ('149', 'StreetName'), ('Ave.', 'StreetNamePostType')]",Rd,,Queens,New York,New York City,40.6806669,-73.844659,1,New York County,TIGER/Line® dataset from the US Census Bureau,Manual Review,FALSE,,RokeyaSam EspositoNov-101:00 PM,FALSE,FALSE,"[40.6806669, -73.844659]"
1889,1889,11/10/2022,10-Nov,11,46,Thu,2022,Movie Screening to bring awareness to Human Trafficiking towards the community,Rokeya,Mentary,NO,5:45 PM,,"9716 101st Ave, Ozone Park, NY 11416","[('9716', 'AddressNumber'), ('101st', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Ozone', 'PlaceName'), ('Park,', 'PlaceName'), ('NY', 'StateName'), ('11416', 'ZipCode')]","[('9716', 'AddressNumber'), ('101st', 'StreetName'), ('Ave,', 'StreetNamePostType'), ('Ozone', 'PlaceName'), ('Park,', 'PlaceName'), ('NY', 'StateName'), ('11416', 'ZipCode')]",9716 101st Ave Ozone Park,11416,Queens,New York,New York City,40.684833,-73.843549,1,Queens County,City of New York,No Review Needed,FALSE,,RokeyaMentaryNov-105:45 PM,FALSE,FALSE,
1890,1890,11/12/2022,12-Nov,11,46,Sat,2022,Healthy and Wealthy Expo - SEQ Chamber of Commerce,Marlon,Dr. Simone Lord,NO,11:00 AM,No,"Rochdale Village Grandballroom 169-65 137th Street, Jamaica NY 11434","[('Rochdale', 'Recipient'), ('Village', 'Recipient'), ('Grandballroom', 'Recipient'), ('169-65', 'AddressNumber'), ('137th', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Jamaica', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]","[('Rochdale', 'Recipient'), ('Village', 'Recipient'), ('Grandballroom', 'Recipient'), ('169-65', 'AddressNumber'), ('137th', 'StreetName'), ('Street,', 'StreetNamePostType'), ('Jamaica', 'PlaceName'), ('NY', 'StateName'), ('11434', 'ZipCode')]",169-65 137th Street Jamaica,11434,Queens,New York,New York City,40.690216,-73.780262,1,Queens County,TIGER/Line® dataset from the US Census Bureau,No Review Needed,FALSE,,MarlonDr. Simone LordNov-1211:00 AM,FALSE,FALSE,
